itemNumber	string	score	depth	hierarchy
75659891	hydrostatica	1	3	vloeistoffen
75598329	aardgas	1	3	energie
162989733	asbest	1	2	mineralen
141964790	telewerken	1	3	arbeid
75659840	huishoudelijke arbeid	1	2	arbeid
75607670	gewervelde dieren	1	2	dieren
75663775	sociale economie	1	2	economie
75626918	waterschappen	1	2	overheidsorganisatie
75631792	hongarije	1	1	hongarije
320582841	finse golf	1	1	finse golf
203946847	archangelsk	1	2	russische federatie
75663783	sociale geschiedenis	1	2	geschiedenis
75658992	examens	1	1	examens
75615088	metallurgie	1	1	metallurgie
75660881	liefde	1	4	sociale wetenschappen
75615061	metafysica	1	2	filosofie
75657058	aristotelische filosofie	1	2	filosofie
75665778	ziekenhuisopname	1	1	ziekenhuisopname
75680092	humaniora	1	1	humaniora
75656647	afrikaanse taal- en letterkunde	1	2	letterkunde
75633299	portugal	1	1	portugal
75606186	financiële rekenkunde	1	4	wiskunde
75622041	sociale pedagogiek	1	3	agologie
75610043	industriepolitiek	1	2	politiek
75630591	europa	1	1	europa
75607328	geografie	1	1	geografie
176920315	economische ethiek	1	2	ethiek
252074610	institutionele economie	1	2	economie
75609290	hoofdpijn	1	2	pijn(bestrijding)
75659425	gewasbemesting	1	5	economie
75669277	milt(ziekten)	1	2	ziekteleer
375909990	amazonegebied	1	3	amerika (dubbelcontinent)
123965756	hamburg	1	2	duitsland
75602830	china ; sociografie	1	2	china
75662833	petrologie	1	3	natuurwetenschappen
75642646	libië	1	1	libië
75642034	rijn	1	1	rijn
241621194	löss plateau (china)	1	2	china
75632209	limburg	1	2	nederland
07563242x	marokko	1	1	marokko
75682656	oplosmiddelen	1	3	milieuverontreiniging
244676445	europees energiebeleid	1	3	energie
75666537	klinische chemie	1	3	chemie
75618486	personeelsselectie	1	2	personeelsbeleid
07560535x	engelse letterkunde	1	2	letterkunde
75662663	paleografie	1	1	paleografie
75622769	gemeentehuizen	1	2	gebouwen
75657481	bevruchtingstechnieken	1	1	bevruchtingstechnieken
181076497	optiebewijzen	1	5	economie
75622416	speelleervormen	1	1	speelleervormen
203478541	computerspel	1	1	computerspel
75618192	parkeervraagstuk	1	2	verkeer
07566206x	opname apparatuur	1	2	geluidsapparatuur
238358194	dvd's	1	3	geluidsapparatuur
187568057	juda	1	2	westelijke jordaanoever
75662256	jozua	1	3	bijbels
75686783	muziekwetenschap	1	1	muziekwetenschap
75641127	venezuela	1	3	amerika (dubbelcontinent)
75660792	leesbevordering	1	2	lezen
75613824	levensverzekeringen	1	2	verzekeringen
339448792	kwazulu-natal	1	2	zuid-afrika
75639998	drenthe	1	2	nederland
344003973	altaj (gebergte)	1	3	russische federatie
229900682	kinkhoest	1	3	ziekteleer
75621770	slavische taalkunde	1	2	taalkunde
75660415	kleinvee	1	1	kleinvee
07560518x	elite	1	2	sociale klassen
07560714x	gelijkstroomtechniek	1	3	techniek
75610566	isolatiemateriaal	1	1	isolatiemateriaal
75661284	middelnederlandse taalkunde	1	3	taalkunde
75665530	wolken	1	2	meteorologie
07560468x	duitse taalkunde	1	2	taalkunde
75659387	germaanse taalkunde	1	2	taalkunde
75605996	fenomenologie	1	1	fenomenologie
75661977	onderwijsstatistiek	1	2	statistiek
75666820	psychologie ; opleiding	1	3	sociale wetenschappen
252057910	zuidelijk afrika	1	1	zuidelijk afrika
75600382	bedrijfseconomie	1	2	economie
75610396	internationale politiek	1	2	politiek
75639122	nigeria	1	1	nigeria
75677202	niger (land)	1	1	niger (land)
75620871	rubberindustrie	1	3	economie
237717840	midden-brabant	1	3	nederland
216614104	utrechtse heuvelrug	1	3	nederland
75634481	zambia	1	1	zambia
75614367	maaltijden	1	2	kookkunst
75686449	politieke antropologie	1	2	antropologie
75646870	honduras	1	1	honduras
75636239	psychotechniek	1	3	sociale wetenschappen
75660032	intercultureel onderwijs	1	2	onderwijs
75607972	godsdienstonderwijs	1	2	onderwijs
75660970	luchtbehandeling ; gebouwen	1	2	gebouwen
75598736	agglomeraties	1	1	agglomeraties
75609096	hindoeïsme	1	2	godsdienst
75657872	branden	1	1	branden
75609258	honden	1	3	dieren
75688417	islamabad	1	2	pakistan
75602490	cacao	1	2	voedingsmiddelen
75660628	kunstmest	1	5	economie
75605503	esthetiek	1	2	filosofie
75628309	zending	1	1	zending
75611570	kerkleer	1	1	kerkleer
75662779	pastorale theologie	1	2	theologie
113818661	mekong	1	1	mekong
75626292	voetbal	1	3	spelen
75624001	tennis	1	3	spelen
75601427	blindheid	1	3	ziekteleer
07562852x	zintuiglijk gehandicapten	1	2	lichamelijk gehandicapten
75635364	voorspellingen	1	1	voorspellingen
07560356x	cultuurbeleid	1	2	overheidsbeleid
75627574	winstdeling	1	1	winstdeling
75626195	vliegtuigbouw	1	3	techniek
26342717x	swifterbant	1	3	nederland
374541272	groenten	1	2	voedingsmiddelen
75608812	havenwerken	1	1	havenwerken
75605244	emigratie	1	2	migratie
07561779x	ouderparticipatie	1	2	onderwijs
75648520	schoolverlaters	1	1	schoolverlaters
07568523x	nederland ; politiek	1	2	politiek
75658623	drainage	1	2	waterhuishouding
75617315	oorlogsslachtoffers	1	1	oorlogsslachtoffers
303892145	uruzgan	1	2	afghanistan
75620952	russische letterkunde	1	2	letterkunde
75664542	20e eeuw	1	3	algemene geschiedenis
75599953	informatiemaatschappij	1	2	maatschappij
239384881	burn-out	1	1	burn-out
75632594	mozambique	1	1	mozambique
75665638	zand	1	1	zand
07560664x	galziekten	1	2	ziekteleer
29148185x	evenementen	1	1	evenementen
93167245	mecklenburg-vorpommern	1	2	duitsland
213804611	landbouwgronden ; verzilting	1	2	landbouwgronden
75679566	onderhoud	1	1	onderhoud
75664518	turbines	1	3	werktuigbouwkunde
75665220	warmte-krachtkoppeling	1	1	warmte-krachtkoppeling
75626322	volièrevogels	1	3	dieren
75612690	kunstfilosofie	1	2	filosofie
257370374	rationalisme	1	2	filosofische stelsels
75612844	kunstzinnige vorming	1	1	kunstzinnige vorming
75660083	jaargetijden	1	1	jaargetijden
75637332	goes	1	3	nederland
75665360	werkgelegenheid	1	4	economie
75614189	loofbomen	1	3	planten
380468085	hagedissen	1	3	dieren
75599899	audiovisuele media	1	3	communicatiemedia
75628465	zigeuners	1	1	zigeuners
75605775	experimentele chemie	1	2	chemie
75611635	kernenergie	1	2	energie
185674704	islamitisch recht	1	2	recht
23524712x	echtscheidingsrecht	1	4	recht
07562138x	schoolgebouwen	1	2	gebouwen
75605406	erfelijkheid	1	1	erfelijkheid
07562687x	waterfauna	1	2	fauna
75658593	dierpsychologie	1	3	sociale wetenschappen
75624079	textielindustrie	1	3	economie
75664712	verhuizen	1	1	verhuizen
375516816	artroscopie	1	4	geneeskunde
75660903	literaire tijdschriften	1	2	tijdschriften
75684012	avant-garde	1	2	kunststromingen
190396571	procesalgebra	1	4	technologie
303392924	voor- en vroegschoolse educatie	1	2	onderwijs
75600439	bedrijfsleven	1	1	bedrijfsleven
235245984	metrologie	1	1	metrologie
75604361	dood	1	1	dood
75621738	slapen	1	1	slapen
75614723	massapsychologie	1	4	sociale wetenschappen
75616319	natuurrampen	1	2	rampen
75686325	vrouwenhulpverlening	1	2	hulpverlening
274582899	houtconstructies	1	3	techniek
189671599	eczeem	1	3	ziekteleer
75624974	uitvindingen	1	1	uitvindingen
75617064	onderwijstechnologie	1	2	technologie
75690047	scheikunde-onderwijs	1	2	onderwijs
75635569	hoger onderwijs	1	2	onderwijs
07560759x	gevechtsvliegtuigen	1	3	vervoermiddelen
75661365	militaire luchtvaart	1	2	luchtvaart
75626365	volksgeneeskunde	1	2	geneeskunde
75642085	trinidad en tobago	1	1	trinidad en tobago
290972884	crisisbeheersing	1	2	management
75664747	verkeersrecht	1	2	recht
75664690	verbandleer	1	3	sport
75664968	vliegeigenschappen	1	1	vliegeigenschappen
75604434	doping	1	4	chemie
75610299	intelligentietests	1	5	sociale wetenschappen
07566075x	leerlingbegeleiding	1	2	onderwijsbegeleiding
75685582	slachterijen	1	1	slachterijen
75626144	vlees	1	2	voedingsmiddelen
75615606	moerassen	1	2	watergebieden
75602431	bijbelvertaling	1	1	bijbelvertaling
111827876	zuidwest-afrika	1	1	zuidwest-afrika
75656477	aandrijftechniek	1	2	werktuigbouwkunde
75659859	huisvuil	1	3	milieuverontreiniging
75659395	geschiedenisonderwijs	1	2	onderwijs
75613646	leerplannen	1	2	onderwijskunde
75609541	huiselijk leven	1	4	sociale wetenschappen
75606143	films	1	3	communicatiemedia
75607212	geneeskundigen	1	1	geneeskundigen
75627205	werkende jongeren	1	2	jeugd
75601699	boerenopstanden	1	1	boerenopstanden
75602342	burgeroorlogen	1	2	oorlogen
07560924x	homoseksualiteit	1	2	seksualiteit
07561846x	permanente educatie	1	2	onderwijs
296616575	mekongdelta	1	1	mekongdelta
75661012	luizen	1	5	dieren
412422638	compost	1	1	compost
265247055	harare	1	2	zimbabwe
75657619	binnenwateren	1	1	binnenwateren
29456957x	shanghai	1	2	china
75663473	rolstoelen	1	4	technologie
251787052	karnataka	1	2	india
07566321x	radioactief afval	1	3	milieuverontreiniging
235173215	oost-groningen (prov.)	1	3	nederland
75611880	kinderverlamming	1	4	ziekteleer
75690381	geïntegreerde software	1	3	computers
164132988	gemeentelijke herindeling	1	1	gemeentelijke herindeling
75618044	papier	1	1	papier
75661985	ongevallen	1	1	ongevallen
75665670	zelfhulp	1	2	hulpverlening
75656949	appartementsrecht	1	3	recht
75625474	verenigingen	1	2	rechtspersonen
75612283	koffie	1	2	dranken
85840211	celebes	1	2	indonesië
335886779	indus (rivier)	1	1	indus (rivier)
75602059	brandweer	1	1	brandweer
75663686	seksualiteit ; vrouwen	1	2	seksualiteit
75600838	beroepsvoorlichting	1	2	voorlichting
75650002	audiovisuele leermiddelen	1	2	leermiddelen
75615169	metselwerk	1	3	techniek
75662043	openbaarheid van bestuur	1	1	openbaarheid van bestuur
75609126	historische geologie	1	3	natuurwetenschappen
75617099	onderwijzers (m/v)	1	1	onderwijzers (m/v)
75603179	compressoren	1	1	compressoren
242301967	roerdal	1	3	nederland
75668866	jemen	1	1	jemen
07560616x	filosofische stelsels	1	1	filosofische stelsels
75607263	genotmiddelenindustrie	1	3	economie
75660482	koopkracht	1	1	koopkracht
75658844	elektrostatica	1	2	natuurkunde
75600579	beeldschermen	1	3	computers
148463568	intellectuele eigendom	1	2	recht
07560194x	bouwmaterialenindustrie	1	3	economie
07566805x	straathandel	1	2	handel
229492401	nairobi	1	2	kenia
75620022	radiotechniek	1	3	techniek
75600080	babyvoeding	1	2	voeding
333008200	probiotica	1	2	voedingsmiddelen
75661616	nederlandse letterkunde ; 17e-18e eeuw	1	3	letterkunde
75615932	museologie	1	1	museologie
75685361	politieke filosofie	1	2	filosofie
75625520	vergiftiging	1	1	vergiftiging
75657503	bewegingsonderwijs	1	2	onderwijs
75605171	elektrotherapie	1	2	therapieën
75659468	gezinsbegeleiding	1	2	hulpverlening
75624133	thee	1	2	dranken
75657848	bouwrecht	1	2	recht
75604906	egyptische oudheid	1	3	algemene geschiedenis
75627043	weefselleer ; plantkunde	1	1	weefselleer ; plantkunde
75685736	sanitaire installaties	1	3	techniek
75662825	persoonsregistratie	1	1	persoonsregistratie
75622122	sociologie	1	2	sociale wetenschappen
75617129	onkruid	1	2	planten
195021657	british-columbia	1	4	amerika (dubbelcontinent)
75665115	vredesbeleid	1	1	vredesbeleid
75660318	kevers	1	5	dieren
75649772	landhervormingen	1	1	landhervormingen
75637081	faeröer	1	1	faeröer
139414908	shetland islands	1	3	verenigd koninkrijk
75603756	dekolonisatie	1	2	kolonialisme
75685159	noord-amerika	1	2	amerika (dubbelcontinent)
75671204	koerdistan	1	1	koerdistan
75600994	bevolkingspolitiek	1	2	politiek
75633825	turkije	1	1	turkije
75622009	sociale filosofie	1	2	filosofie
75642050	syrië	1	1	syrië
158932684	andes	1	3	amerika (dubbelcontinent)
170380572	centraalafrikaanse republiek	1	1	centraalafrikaanse republiek
75642123	florence	1	2	italië
75621924	sociaal-economische geschiedenis	1	2	geschiedenis
75633981	sovjet-unie	1	1	sovjet-unie
75619571	prostitutie	1	1	prostitutie
303455632	praktijkonderwijs	1	2	onderwijs
390869821	passend onderwijs	1	2	onderwijs
75657740	bodembemesting	1	5	economie
75662078	oppervlaktewater	1	2	water
75615959	muziek	1	2	kunst
75603446	coöperaties	1	2	ondernemingsvormen
75621150	schapen	1	4	dieren
75607425	psychogeriatrie	1	2	psychiatrie
408341610	porto alegre	1	4	amerika (dubbelcontinent)
75601265	binnenvaart	1	3	vervoer
75654105	mediabeleid	1	2	overheidsbeleid
75603136	communicatietheorie	1	1	communicatietheorie
75602555	caritas	1	1	caritas
75631008	groot-brittannië	1	2	verenigd koninkrijk
75602296	bureaucratie	1	2	overheidsorganisatie
75618583	petrochemische industrie	1	3	economie
75603764	deltawerken	1	4	bouwkunde
07564326x	oosterschelde	1	3	nederland
75645696	jordanië	1	1	jordanië
260061239	jordaanvallei	1	1	jordaanvallei
75664526	turken	1	4	antropologie
260342890	lake naivasha	1	2	kenia
75621304	schoenen	1	1	schoenen
75616815	oceanen	1	1	oceanen
75627159	welzijnsbeleid	1	1	welzijnsbeleid
75600862	beroepsonderwijs	1	2	onderwijs
75603985	dieetleer	1	2	voedingsleer
75629844	australië	1	1	australië
392834626	natuurlijke hulpbronnen	1	1	natuurlijke hulpbronnen
07562723x	werkgevers	1	1	werkgevers
392765667	bedrijfsongelukken	1	2	ongevallen
75620537	reptielen	1	2	dieren
75635275	energie	1	1	energie
75624087	textiel	1	1	textiel
90860993	spitsbergen	1	2	noorwegen
75626772	walvisvangst	1	2	jacht
75668262	gezondheidswetenschappen	1	1	gezondheidswetenschappen
